0.400000,0.000000
0.422222,0.000000
0.444444,0.000000
0.466667,0.000000
0.466667,0.017241
0.466667,0.034483
0.466667,0.051724
0.466667,0.068966
0.377778,0.086207
0.400000,0.086207
0.422222,0.086207
0.444444,0.086207
0.466667,0.086207
0.488889,0.086207
0.355556,0.103448
0.377778,0.103448
0.488889,0.103448
0.333333,0.120690
0.355556,0.120690
0.488889,0.120690
0.511111,0.120690
0.333333,0.137931
0.511111,0.137931
0.533333,0.137931
0.311111,0.155172
0.333333,0.155172
0.533333,0.155172
0.288889,0.172414
0.311111,0.172414
0.533333,0.172414
0.555556,0.172414
0.288889,0.189655
0.555556,0.189655
0.577778,0.189655
0.266667,0.206897
0.288889,0.206897
0.577778,0.206897
0.266667,0.224138
0.577778,0.224138
0.600000,0.224138
0.266667,0.241379
0.600000,0.241379
0.622222,0.241379
0.266667,0.258621
0.377778,0.258621
0.622222,0.258621
0.266667,0.275862
0.288889,0.275862
0.377778,0.275862
0.622222,0.275862
0.644444,0.275862
0.288889,0.293103
0.311111,0.293103
0.333333,0.293103
0.355556,0.293103
0.377778,0.293103
0.644444,0.293103
0.288889,0.310345
0.644444,0.310345
0.288889,0.327586
0.644444,0.327586
0.666667,0.327586
0.288889,0.344828
0.666667,0.344828
0.266667,0.362069
0.288889,0.362069
0.666667,0.362069
0.266667,0.379310
0.666667,0.379310
0.688889,0.379310
0.244444,0.396552
0.266667,0.396552
0.688889,0.396552
0.244444,0.413793
0.688889,0.413793
0.244444,0.431034
0.688889,0.431034
0.711111,0.431034
0.244444,0.448276
0.711111,0.448276
0.222222,0.465517
0.244444,0.465517
0.711111,0.465517
0.222222,0.482759
0.711111,0.482759
0.733333,0.482759
0.222222,0.500000
0.733333,0.500000
0.222222,0.517241
0.733333,0.517241
0.755556,0.517241
0.200000,0.534483
0.222222,0.534483
0.755556,0.534483
0.200000,0.551724
0.755556,0.551724
0.200000,0.568965
0.755556,0.568965
0.200000,0.586207
0.755556,0.586207
0.200000,0.603448
0.755556,0.603448
0.200000,0.620690
0.222222,0.620690
0.244444,0.620690
0.266667,0.620690
0.288889,0.620690
0.311111,0.620690
0.333333,0.620690
0.666667,0.620690
0.688889,0.620690
0.711111,0.620690
0.733333,0.620690
0.755556,0.620690
0.177778,0.637931
0.200000,0.637931
0.333333,0.637931
0.355556,0.637931
0.377778,0.637931
0.400000,0.637931
0.444444,0.637931
0.466667,0.637931
0.488889,0.637931
0.511111,0.637931
0.533333,0.637931
0.555556,0.637931
0.577778,0.637931
0.600000,0.637931
0.622222,0.637931
0.644444,0.637931
0.666667,0.637931
0.755556,0.637931
0.777778,0.637931
0.177778,0.655172
0.400000,0.655172
0.422222,0.655172
0.444444,0.655172
0.777778,0.655172
0.800000,0.655172
0.155556,0.672414
0.177778,0.672414
0.800000,0.672414
0.133333,0.689655
0.155556,0.689655
0.800000,0.689655
0.822222,0.689655
0.133333,0.706897
0.822222,0.706897
0.844444,0.706897
0.111111,0.724138
0.133333,0.724138
0.844444,0.724138
0.111111,0.741379
0.844444,0.741379
0.866667,0.741379
0.111111,0.758621
0.866667,0.758621
0.111111,0.775862
0.866667,0.775862
0.111111,0.793103
0.866667,0.793103
0.888889,0.793103
0.088889,0.810345
0.111111,0.810345
0.888889,0.810345
0.088889,0.827586
0.888889,0.827586
0.066667,0.844828
0.088889,0.844828
0.888889,0.844828
0.911111,0.844828
0.066667,0.862069
0.911111,0.862069
0.933333,0.862069
0.066667,0.879310
0.933333,0.879310
0.044444,0.896552
0.066667,0.896552
0.933333,0.896552
0.044444,0.913793
0.933333,0.913793
0.955556,0.913793
0.044444,0.931035
0.955556,0.931035
0.044444,0.948276
0.955556,0.948276
0.044444,0.965517
0.955556,0.965517
0.044444,0.982759
0.955556,0.982759
0.000000,1.000000
0.022222,1.000000
0.044444,1.000000
0.955556,1.000000
0.977778,1.000000
1.000000,1.000000
